symbol,name,series
KUANTUM,Kuantum Papers Limited,EQ
KUSUMGAR,Kusumgar Limited,EQ
KWIL,Kwality Wall's (India) Limited,EQ
LAGNAM,Lagnam Spintex Limited,EQ
LAHOTIOV,Lahoti Overseas Limited,EQ
LAKSHMIMIL,Lakshmi Mills Company Limited,EQ
LAL,Lorenzini Apparels Limited,EQ
LALITHAA,Lalithaa Jewellery Mart Limited,EQ
LALPATHLAB,Dr. Lal Path Labs Ltd.,EQ
LAMBODHARA,Lambodhara Textiles Limited,EQ
LANCER,Lancer Container Lines Limited,EQ
LANDMARK,Landmark Cars Limited,EQ
LANDSMILL,Landsmill Green Limited,EQ
LAOPALA,La Opala RG Limited,EQ
LASERPOWER,Laser Power & Infra Limited,EQ
LATENTVIEW,Latent View Analytics Limited,EQ
LATTEYS,Latteys Industries Limited,EQ
LAURUSLABS,Laurus Labs Limited,EQ
LAXMICOT,Laxmi Cotspin Limited,EQ
LAXMIDENTL,Laxmi Dental Limited,EQ
LAXMIINDIA,Laxmi India Finance Limited,EQ
LCCINFOTEC,LCC Infotech Limited,EQ
LCCPROJECT,LCC Projects Limited,EQ
LCL,Lohia Corp Limited,EQ
LEAPIND,LEAP India Limited,EQ
LEMERITE,Le Merite Exports Limited,EQ
LEMONTREE,Lemon Tree Hotels Limited,EQ
LENSKART,Lenskart Solutions Limited,EQ
LEXUS,Lexus Granito (India) Limited,EQ
LFIC,Lakshmi Finance & Industrial Corporation Limited,EQ
LGBBROSLTD,LG Balakrishnan & Bros Limited,EQ
LGEINDIA,LG Electronics India Limited,EQ
LGHL,Laxmi Goldorna House Limited,EQ
LIBAS,Libas Consumer Products Limited,EQ
LIBERTSHOE,Liberty Shoes Limited,EQ
LICHSGFIN,LIC Housing Finance Limited,EQ
LICI,Life Insurance Corporation Of India,EQ
LIKHITHA,Likhitha Infrastructure Limited,EQ
LINC,Linc Limited,EQ
LINCOLN,Lincoln Pharmaceuticals Limited,EQ
LINDEINDIA,Linde India Limited,EQ
LKPSEC,LKP Securities Limited,EQ
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,EQ
LLOYDSENT,Lloyds Enterprises Limited,EQ
LLOYDSME,Lloyds Metals And Energy Limited,EQ
LMW,LMW Limited,EQ
LODHA,Lodha Developers Limited,EQ
LOKESHMACH,Lokesh Machines Limited,EQ
LORDSCHLO,Lords Chloro Alkali Limited,EQ
LOTUSCHO,Lotus Chocolate Company Limited,EQ
LOTUSEYE,Lotus Eye Hospital and Institute Limited,EQ
LOVABLE,Lovable Lingerie Limited,EQ
LOYALTEX,Loyal Textile Mills Limited,EQ
LPDC,Landmark Property Development Company Limited,EQ
LT,Larsen & Toubro Limited,EQ
LTF,L&T Finance Limited,EQ
LTFOODS,LT Foods Limited,EQ
LTM,LTM Limited,EQ
LTTS,L&T Technology Services Limited,EQ
LUMAXIND,Lumax Industries Limited,EQ
LUMAXTECH,Lumax Auto Technologies Limited,EQ
LUMINO,Lumino Industries Limited,EQ
LUPIN,Lupin Limited,EQ
LUXIND,Lux Industries Limited,EQ
LXCHEM,Laxmi Organic Industries Limited,EQ
M&M,Mahindra & Mahindra Limited,EQ
M&MFIN,Mahindra & Mahindra Financial Services Limited,EQ
MAANALU,Maan Aluminium Limited,EQ
MACPOWER,Macpower CNC Machines Limited,EQ
MADHAV,Madhav Marbles and Granites Limited,EQ
MADHAVIPL,Madhav Infra Projects Limited,EQ
MADHUCON,Madhucon Projects Limited,EQ
MADRASFERT,Madras Fertilizers Limited,EQ
MAFATIND,Mafatlal Industries Limited,EQ
MAGADSUGAR,Magadh Sugar & Energy Limited,EQ
MAGNUM,Magnum Ventures Limited,EQ
MAHABANK,Bank of Maharashtra,EQ
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,EQ
MAHEPC,Mahindra EPC Irrigation Limited,EQ
MAHESHWARI,Maheshwari Logistics Limited,EQ
MAHLIFE,Mahindra Lifespace Developers Limited,EQ
MAHLOG,Mahindra Logistics Limited,EQ
MAHSCOOTER,Maharashtra Scooters Limited,EQ
MAHSEAMLES,Maharashtra Seamless Limited,EQ
MAITHANALL,Maithan Alloys Limited,EQ
MAKERSL,Makers Laboratories Limited,EQ
MALLCOM,Mallcom (India) Limited,EQ
MALUPAPER,Malu Paper Mills Limited,EQ
MAMATA,Mamata Machinery Limited,EQ
MANAKALUCO,Manaksia Aluminium Company Limited,EQ
MANAKCOAT,Manaksia Coated Metals & Industries Limited,EQ
MANAKSIA,Manaksia Limited,EQ
MANALIPETC,Manali Petrochemicals Limited,EQ
MANAPPURAM,Manappuram Finance Limited,EQ
MANBA,Manba Finance Limited,EQ
MANCREDIT,Mangal Credit and Fincorp Limited,EQ
MANGALAM,Mangalam Drugs And Organics Limited,EQ
MANGLMCEM,Mangalam Cement Limited,EQ
MANINDS,Man Industries (India) Limited,EQ
MANINFRA,Man Infraconstruction Limited,EQ
MANIPALHOS,Manipal Health Enterprises Limited,EQ
MANKIND,Mankind Pharma Limited,EQ
MANOMAY,Manomay Tex India Limited,EQ
MANORAMA,Manorama Industries Limited,EQ
MANORG,Mangalam Organics Limited,EQ
MANUGRAPH,Manugraph India Limited,EQ
MANYAVAR,Vedant Fashions Limited,EQ
MAPMYINDIA,C.E. Info Systems Limited,EQ
MARALOVER,Maral Overseas Limited,EQ
MARATHON,Marathon Nextgen Realty Limited,EQ
MARICO,Marico Limited,EQ
MARINE,Marine Electricals (India) Limited,EQ
MARKOLINES,Markolines Pavement Technologies Limited,EQ
MARKSANS,Marksans Pharma Limited,EQ
MARSONS,Marsons Limited,EQ
MARUTI,Maruti Suzuki India Limited,EQ
MASFIN,MAS Financial Services Limited,EQ
MASKINVEST,Mask Investments Limited,EQ
MASTEK,Mastek Limited,EQ
MASTERTR,Master Trust Limited,EQ
MATRIMONY,Matrimony.Com Limited,EQ
MAWANASUG,Mawana Sugars Limited,EQ
MAXESTATES,Max Estates Limited,EQ
MAXHEALTH,Max Healthcare Institute Limited,EQ
MAXIND,Max India Limited,EQ
MAYURUNIQ,Mayur Uniquoters Ltd,EQ
MAZDOCK,Mazagon Dock Shipbuilders Limited,EQ
MBAPL,Madhya Bharat Agro Products Limited,EQ
MBEL,M & B Engineering Limited,EQ
MBLINFRA,MBL Infrastructure Limited,EQ
MCCHRLS-B,Mac Charles India Limited,EQ
MCL,M TEK COPPER LIMITED,EQ
MCLEODRUSS,Mcleod Russel India Limited,EQ
MCLOUD,Magellanic Cloud Limited,EQ
MCX,Multi Commodity Exchange of India Limited,EQ
MEDANTA,Global Health Limited,EQ
MEDIASSIST,Medi Assist Healthcare Services Limited,EQ
MEDICO,Medico Remedies Limited,EQ
MEDPLUS,Medplus Health Services Limited,EQ
MEESHO,Meesho Limited,EQ
MEGASTAR,Megastar Foods Limited,EQ
MEIL,Mangal Electrical Industries Limited,EQ
MERCANTILE,Mercantile Ventures Limited,EQ
MERCURYEV,Mercury Ev-Tech Limited,EQ
METROBRAND,Metro Brands Limited,EQ
METROGLOBL,Metroglobal Limited,EQ
METROPOLIS,Metropolis Healthcare Limited,EQ
MFML,Mahalaxmi Fabric Mills Limited,EQ
MFSL,Max Financial Services Limited,EQ
MGEL,Mangalam Global Enterprise Limited,EQ
MGL,Mahanagar Gas Limited,EQ
MHRIL,Mahindra Holidays & Resorts India Limited,EQ
MIDHANI,Mishra Dhatu Nigam Limited,EQ
MIDWESTLTD,Midwest Limited,EQ
MIIL,Meghna Infracon Infrastructure Limited,EQ
MILKYMIST,Milky Mist Dairy Food Limited,EQ
MINDACORP,Minda Corporation Limited,EQ
MINDTECK,Mindteck (India) Limited,EQ
MIRZAINT,Mirza International Limited,EQ
MITCON,MITCON Consultancy & Engineering Services Limited,EQ
MITTAL,Mittal Life Style Limited,EQ
MKEXIM,M.K. Exim (India) Limited,EQ
MKPL,M K Proteins Limited,EQ
MLKFOOD,Milkfood Limited,EQ
MMFL,MM Forgings Limited,EQ
MMP,MMP Industries Limited,EQ
MMTC,MMTC Limited,EQ
MMWL,Media Matrix Worldwide Limited,EQ
MOBIKWIK,One Mobikwik Systems Limited,EQ
MODINATUR,Modi Naturals Limited,EQ
MODIRUBBER,Modi Rubber Limited,EQ
MODIS,Modis Navnirman Limited,EQ
MODTHREAD,Modern Threads (India) Limited,EQ
MOHITE,Mohite Industries Limited,EQ
MOHITIND,Mohit Industries Limited,EQ
MOIL,MOIL Limited,EQ
MOKSH,Moksh Ornaments Limited,EQ
MOL,Meghmani Organics Limited,EQ
MOLBIO,Molbio Diagnostics Limited,EQ
MOLDTKPAC,Mold-Tek Packaging Limited,EQ
MOMSBELIEF,Rays of Belief Limited,EQ
MONARCH,Monarch Networth Capital Limited,EQ
MONEYBOXX,Moneyboxx Finance Limited,EQ
MONTECARLO,Monte Carlo Fashions Limited,EQ
MOREPENLAB,Morepen Laboratories Limited,EQ
MOSCHIP,Moschip Technologies Limited,EQ
MOTHERSON,Samvardhana Motherson International Limited,EQ
MOTILALOFS,Motilal Oswal Financial Services Limited,EQ
MOTISONS,Motisons Jewellers Limited,EQ
MOTOGENFIN,The Motor & General Finance Limited,EQ
MPHASIS,MphasiS Limited,EQ
MPIMANIPAL,Manipal Payment and Identity Solutions Limited,EQ
MPSLTD,MPS Limited,EQ
MRF,MRF Limited,EQ
MRPL,Mangalore Refinery and Petrochemicals Limited,EQ
MSL,Mangalam Seeds Limited,EQ
MSPL,MSP Steel & Power Limited,EQ
MSTCLTD,Mstc Limited,EQ
MSUMI,Motherson Sumi Wiring India Limited,EQ
MTNL,Mahanagar Telephone Nigam Limited,EQ
MUFIN,Mufin Green Finance Limited,EQ
MUFTI,Credo Brands Marketing Limited,EQ
MUKANDLTD,Mukand Limited,EQ
MUKESHB,Mukesh Babu Financial Services Limited,EQ
MUNJALAU,Munjal Auto Industries Limited,EQ
MUNJALSHOW,Munjal Showa Limited,EQ
MURUDCERA,Murudeshwar Ceramics Limited,EQ
MUTHOOTCAP,Muthoot Capital Services Limited,EQ
MUTHOOTFIN,Muthoot Finance Limited,EQ
MUTHOOTMF,Muthoot Microfin Limited,EQ
MVELECTRO,MV Electrosystems Limited,EQ
MVGJL,Manoj Vaibhav Gems N Jewellers Limited,EQ
MWL,Mangalam Worldwide Limited,EQ
NACLIND,NACL Industries Limited,EQ
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,EQ
NAGREEKEXP,Nagreeka Exports Limited,EQ
NAHARCAP,Nahar Capital and Financial Services Limited,EQ
NAHARINDUS,Nahar Industrial Enterprises Limited,EQ
NAHARPOLY,Nahar Poly Films Limited,EQ
NAHARSPING,Nahar Spinning Mills Limited,EQ
NAM-INDIA,Nippon Life India Asset Management Limited,EQ
NARMADA,Narmada Agrobase Limited,EQ
NATCOPHARM,Natco Pharma Limited,EQ
NATHBIOGEN,Nath Bio-Genes (India) Limited,EQ
NATIONALUM,National Aluminium Company Limited,EQ
NATIONSTD,National Standard (India) Limited,EQ
NAUKRI,Info Edge (India) Limited,EQ
NAVA,NAVA LIMITED,EQ
NAVINFLUOR,Navin Fluorine International Limited,EQ
NAVKARCORP,Navkar Corporation Limited,EQ
NAVKARURB,Navkar Urbanstructure Limited,EQ
NAVNETEDUL,Navneet Education Limited,EQ
NAZARA,Nazara Technologies Limited,EQ
NBCC,NBCC (India) Limited,EQ
NBIFIN,N. B. I. Industrial Finance Company Limited,EQ
NCC,NCC Limited,EQ
NCLIND,NCL Industries Limited,EQ
NDGL,Naga Dhunseri Group Limited,EQ
NDL,Nandan Denim Limited,EQ
NDLVENTURE,NDL Ventures Limited,EQ
NDRAUTO,Ndr Auto Components Limited,EQ
NDTV,New Delhi Television Limited,EQ
NEAGI,Neelamalai Agro Industries Limited,EQ
NECLIFE,Nectar Lifesciences Limited,EQ
NELCAST,Nelcast Limited,EQ
NELCO,NELCO Limited,EQ
NEOGEN,Neogen Chemicals Limited,EQ
NEPHROPLUS,Nephrocare Health Services Limited,EQ
NESCO,Nesco Limited,EQ
NESTLEIND,Nestle India Limited,EQ
NETWEB,Netweb Technologies India Limited,EQ
NETWORK18,Network18 Media & Investments Limited,EQ
NEULANDLAB,Neuland Laboratories Limited,EQ
NEWGEN,Newgen Software Technologies Limited,EQ
NEXTMEDIA,Next Mediaworks Limited,EQ
NFL,National Fertilizers Limited,EQ
NGIL,Nakoda Group of Industries Limited,EQ
NGLFINE,NGL Fine-Chem Limited,EQ
NH,Narayana Hrudayalaya Ltd.,EQ
NHPC,NHPC Limited,EQ
NIACL,The New India Assurance Company Limited,EQ
NIBE,NIBE Limited,EQ
NIBL,NRB Industrial Bearings Limited,EQ
NICCOPAR,Nicco Parks & Resorts Limited,EQ
NIITLTD,NIIT Limited,EQ
NIITMTS,NIIT Learning Systems Limited,EQ
NILAINFRA,Nila Infrastructures Limited,EQ
NILASPACES,Nila Spaces Limited,EQ
NILE,Nile Limited,EQ
NILKAMAL,Nilkamal Limited,EQ
NIMBSPROJ,Nimbus Projects Limited,EQ
NINSYS,NINtec Systems Limited,EQ
NIPPOBATRY,Indo-National Limited,EQ
NIRAJ,Niraj Cement Structurals Limited,EQ
NIRLON,Nirlon Limited,EQ
NITCO,Nitco Limited,EQ
NITINSPIN,Nitin Spinners Limited,EQ
NITIRAJ,Nitiraj Engineers Limited,EQ
NITTAGELA,Nitta Gelatin India Limited,EQ
NIVABUPA,Niva Bupa Health Insurance Company Limited,EQ
NKIND,NK Industries Limited,EQ
NLCINDIA,NLC India Limited,EQ
NMDC,NMDC Limited,EQ
NOCIL,NOCIL Limited,EQ
NOIDATOLL,Noida Toll Bridge Company Limited,EQ
NORBTEAEXP,Norben Tea & Exports Limited,EQ
NORTHARC,Northern Arc Capital Limited,EQ
NOVAAGRI,Nova Agritech Limited,EQ
NOVARTIND,Novartis India Limited,EQ
NPST,Network People Services Technologies Limited,EQ
NRAIL,N R Agarwal Industries Limited,EQ
NRBBEARING,NRB Bearing Limited,EQ
NSIL,Nalwa Sons Investments Limited,EQ
NSLNISP,NMDC Steel Limited,EQ
NTCIND,NTC Industries Limited,EQ
NTPC,NTPC Limited,EQ
NTPCGREEN,NTPC Green Energy Limited,EQ
NUCLEUS,Nucleus Software Exports Limited,EQ
NUVAMA,Nuvama Wealth Management Limited,EQ
NUVOCO,Nuvoco Vistas Corporation Limited,EQ
NYKAA,FSN E-Commerce Ventures Limited,EQ
OAL,Oriental Aromatics Limited,EQ
OBCL,OBCL Limited,EQ
OBEROIRLTY,Oberoi Realty Limited,EQ
ODIGMA,Odigma Consultancy Solutions Limited,EQ
ODYCORP,Odyssey Corporation Limited,EQ
OFSS,Oracle Financial Services Software Limited,EQ
OIL,Oil India Limited,EQ
OLAELEC,Ola Electric Mobility Limited,EQ
OLECTRA,Olectra Greentech Limited,EQ
OMAXAUTO,Omax Autos Limited,EQ
OMAXE,Omaxe Limited,EQ
OMINFRAL,OM INFRA LIMITED,EQ
OMNI,Omnitech Engineering Limited,EQ
OMPOWER,Om Power Transmission Limited,EQ
ONEGLOBAL,One Global Service Provider Limited,EQ
ONEPOINT,One Point One Solutions Limited,EQ
ONESOURCE,Onesource Specialty Pharma Limited,EQ
ONGC,Oil & Natural Gas Corporation Limited,EQ
ONIDA,Onida Electronics Limited,EQ
ONIXSOLAR,Onix Solar Energy Limited,EQ
ONWARDTEC,Onward Technologies Limited,EQ
OPTIEMUS,Optiemus Infracom Limited,EQ
OPTIFIN,Optimus Finance Limited,EQ
ORCHASP,Orchasp Limited,EQ
ORCHPHARMA,Orchid Pharma Limited,EQ
ORICONENT,Oricon Enterprises Limited,EQ
ORIENTALTL,Oriental Trimex Limited,EQ
ORIENTBELL,Orient Bell Limited,EQ
ORIENTCEM,Orient Cement Limited,EQ
ORIENTCER,ORIENT CERATECH LIMITED,EQ
ORIENTELEC,Orient Electric Limited,EQ
ORIENTHOT,Oriental Hotels Limited,EQ
ORIENTPPR,Orient Paper & Industries Limited,EQ
ORIENTTECH,Orient Technologies Limited,EQ
ORIRAIL,Oriental Rail Infrastructure Limited,EQ
ORISSAMINE,The Orissa Minerals Development Company Limited,EQ
ORKLAINDIA,Orkla India Limited,EQ
ORTINGLOBE,ORTIN GLOBAL LIMITED,EQ
OSWALAGRO,Oswal Agro Mills Limited,EQ
OSWALGREEN,Oswal Greentech Limited,EQ
OSWALPUMPS,Oswal Pumps Limited,EQ
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,EQ
PACEDIGITK,Pace Digitek Limited,EQ
PACIFICI,Pacific Industries Limited,EQ
PAGEIND,Page Industries Limited,EQ
PAISALO,Paisalo Digital Limited,EQ
PAKKA,PAKKA LIMITED,EQ
PALASHSECU,Palash Securities Limited,EQ
PALREDTEC,Palred Technologies Limited,EQ
PANACEABIO,Panacea Biotec Limited,EQ
PANAMAPET,Panama Petrochem Limited,EQ
PANCHMAHQ,Panchmahal Steel Limited,EQ
PANORAMA,Panorama Studios International Limited,EQ
PANSARI,Pansari Developers Limited,EQ
PARACABLES,Paramount Communications Limited,EQ
PARADEEP,Paradeep Phosphates Limited,EQ
PARAGMILK,Parag Milk Foods Limited,EQ
PARAS,Paras Defence and Space Technologies Limited,EQ
PARASPETRO,Paras Petrofils Limited,EQ
PARKHOSPS,Park Medi World Limited,EQ
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,EQ
PARNAXLAB,Parnax Lab Limited,EQ
PASHUPATI,Pashupati Cotspin Limited,EQ
PASUPTAC,Pasupati Acrylon Limited,EQ
PATANJALI,Patanjali Foods Limited,EQ
PATELENG,Patel Engineering Limited,EQ
PATELRMART,Patel Retail Limited,EQ
PATINTLOG,Patel Integrated Logistics Limited,EQ
PAUSHAKLTD,Paushak Limited,EQ
PAVNAIND,Pavna Industries Limited,EQ
PAYTM,One 97 Communications Limited,EQ
PBMPOLY,PBM Polytex Limited,EQ
PCBL,PCBL Chemical Limited,EQ
PCJEWELLER,PC Jeweller Limited,EQ
PDMJEPAPER,Pudumjee Paper Products Limited,EQ
PDSL,PDS Limited,EQ
PEARLPOLY,Pearl Polymers Limited,EQ
PENIND,Pennar Industries Limited,EQ
PENINLAND,Peninsula Land Limited,EQ
PERMAGN,Permanent Magnets Limited,EQ
PERNIASPOP,Purple Style Labs Limited,EQ
PERSISTENT,Persistent Systems Limited,EQ
PETRONET,Petronet LNG Limited,EQ
PFC,Power Finance Corporation Limited,EQ
PFIZER,Pfizer Limited,EQ
PFOCUS,Prime Focus Limited,EQ
PFS,PTC India Financial Services Limited,EQ
PGEL,PG Electroplast Limited,EQ
PGHH,Procter & Gamble Hygiene and Health Care Limited,EQ
PGHL,Procter & Gamble Health Limited,EQ
PGIL,Pearl Global Industries Limited,EQ
PHOENIXLTD,The Phoenix Mills Limited,EQ
PHOENXINTL,Phoenix International Limited,EQ
PICCADIL,Piccadily Agro Industries Limited,EQ
PIDILITIND,Pidilite Industries Limited,EQ
PIGL,Power & Instrumentation (Gujarat) Limited,EQ
PIIND,PI Industries Limited,EQ
PILANIINVS,Pilani Investment and Industries Corporation Limited,EQ
PILITA,PIL ITALICA LIFESTYLE LIMITED,EQ
PINELABS,Pine Labs Limited,EQ
PIONEEREMB,Pioneer Embroideries Limited,EQ
PIRAMALFIN,Piramal Finance Limited,EQ
PITTIENG,Pitti Engineering Limited,EQ
PIXTRANS,Pix Transmissions Limited,EQ
PLASTIBLEN,Plastiblends India Limited,EQ
PLATIND,Platinum Industries Limited,EQ
PLAZACABLE,Plaza Wires Limited,EQ
PML,Paul Merchants Limited,EQ
PNB,Punjab National Bank,EQ
PNBGILTS,PNB Gilts Limited,EQ
PNBHOUSING,PNB Housing Finance Limited,EQ
PNC,PNC Media and Entertainment Limited,EQ
PNCINFRA,PNC Infratech Limited,EQ
PNGJL,P N Gadgil Jewellers Limited,EQ
PNGSREVA,PNGS Reva Diamond Jewellery Limited,EQ
POCL,Pondy Oxides & Chemicals Limited,EQ
PODDARMENT,Poddar Pigments Limited,EQ
POEL,POCL Enterprises Limited,EQ
POKARNA,Pokarna Limited,EQ
POLICYBZR,PB Fintech Limited,EQ
POLYCAB,Polycab India Limited,EQ
POLYMED,Poly Medicure Limited,EQ
POLYPLEX,Polyplex Corporation Limited,EQ
POLYSPIN,Polyspin Exports Limited,EQ
PONNIERODE,Ponni Sugars (Erode) Limited,EQ
POONAWALLA,Poonawalla Fincorp Limited,EQ
POWERGRID,Power Grid Corporation of India Limited,EQ
POWERICA,Powerica Limited,EQ
POWERINDIA,Hitachi Energy India Limited,EQ
POWERMECH,Power Mech Projects Limited,EQ
PPLPHARMA,Piramal Pharma Limited,EQ
PRABHA,Prabha Energy Limited,EQ
PRAENG,Prajay Engineers Syndicate Limited,EQ
PRAJIND,Praj Industries Limited,EQ
PRAKASH,Prakash Industries Limited,EQ
PRAKASHSTL,Prakash Steelage Limited,EQ
PRANAV,Pranav Constructions Limited,EQ
PRASOLCHEM,Prasol Chemicals Limited,EQ
PRAVEG,Praveg Limited,EQ
PRAXIS,Praxis Home Retail Limited,EQ
PRECAM,Precision Camshafts Limited,EQ
PRECOT,Precot Limited,EQ
PRECWIRE,Precision Wires India Limited,EQ
PREMCO,Premco Global Limited,EQ
PREMEXPLN,Premier Explosives Limited,EQ
PREMIERENE,Premier Energies Limited,EQ
PREMIERPOL,Premier Polyfilm Limited,EQ
PRESTIGE,Prestige Estates Projects Limited,EQ
PRICOLLTD,Pricol Limited,EQ
PRIMESECU,Prime Securities Limited,EQ
PRIMO,Primo Chemicals Limited,EQ
PRINCEPIPE,Prince Pipes And Fittings Limited,EQ
PRIORITY,Priority Jewels Limited,EQ
PRISMX,Prismx Global Ventures Limited,EQ
PRITI,Priti International Limited,EQ
PRIVISCL,Privi Speciality Chemicals Limited,EQ
PROSTARM,Prostarm Info Systems Limited,EQ
PROTEAN,Protean eGov Technologies Limited,EQ
PROZONER,Prozone Realty Limited,EQ
PRSMJOHNSN,Prism Johnson Limited,EQ
PRUDENT,Prudent Corporate Advisory Services Limited,EQ
PRUDMOULI,Prudential Sugar Corporation Limited,EQ
PSB,Punjab & Sind Bank,EQ
PSPPROJECT,PSP Projects Limited,EQ
PTC,PTC India Limited,EQ
PTCIL,PTC Industries Limited,EQ
PTL,PTL Enterprises Limited,EQ
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,EQ
PURVA,Puravankara Limited,EQ
PVP,PVP Ventures Limited,EQ
PVRINOX,PVR INOX Limited,EQ
PVSL,Popular Vehicles and Services Limited,EQ
PWL,Physicswallah Limited,EQ
PYRAMID,Pyramid Technoplast Limited,EQ
QPOWER,Quality Power Electrical Equipments Limited,EQ
QUADFUTURE,Quadrant Future Tek Limited,EQ
QUESS,Quess Corp Limited,EQ
QUICKHEAL,Quick Heal Technologies Limited,EQ
RACE,Race Eco Chain Limited,EQ
RACLGEAR,RACL Geartech Limited,EQ
RADAAN,Radaan Mediaworks India Limited,EQ
RADIANTCMS,Radiant Cash Management Services Limited,EQ
RADICO,Radico Khaitan Limited,EQ
RADIOCITY,Music Broadcast Limited,EQ
RAILTEL,Railtel Corporation Of India Limited,EQ
RAIN,Rain Industries Limited,EQ
RAINBOW,Rainbow Childrens Medicare Limited,EQ
RAJMET,Rajnandini Metal Limited,EQ
RAJPALAYAM,Rajapalayam Mills Limited,EQ
RAJRATAN,Rajratan Global Wire Limited,EQ
RAJSREESUG,Rajshree Sugars & Chemicals Limited,EQ
RAJTV,Raj Television Network Limited,EQ
RALLIS,Rallis India Limited,EQ
RAMANEWS,Shree Rama Newsprint Limited,EQ
RAMAPHO,Rama Phosphates Limited,EQ
RAMBHAJO,Advit Jewels Limited,EQ
RAMCOCEM,The Ramco Cements Limited,EQ
RAMCOIND,Ramco Industries Limited,EQ
RAMCOSYS,Ramco Systems Limited,EQ
RAMKY,Ramky Infrastructure Limited,EQ
RAMRAT,Ram Ratna Wires Limited,EQ
RANASUG,Rana Sugars Limited,EQ
RANEHOLDIN,Rane Holdings Limited,EQ
RATEGAIN,Rategain Travel Technologies Limited,EQ
RATNAMANI,Ratnamani Metals & Tubes Limited,EQ
RATNAVEER,Ratnaveer Precision Engineering Limited,EQ
RAYMOND,Raymond Limited,EQ
RAYMONDLSL,Raymond Lifestyle Limited,EQ
RAYMONDREL,Raymond Realty Limited,EQ
RBA,Restaurant Brands Asia Limited,EQ
RBLBANK,RBL Bank Limited,EQ
RCF,Rashtriya Chemicals and Fertilizers Limited,EQ
RECLTD,REC Limited,EQ
REDINGTON,Redington Limited,EQ
REDTAPE,Redtape Limited,EQ
REFEX,Refex Industries Limited,EQ
REGAAL,Regaal Resources Limited,EQ
REGENCERAM,Regency Ceramics Limited,EQ
RELAXO,Relaxo Footwears Limited,EQ
RELCHEMQ,Reliance Chemotex Industries Limited,EQ
RELIABLE,Reliable Data Services Limited,EQ
RELIANCE,Reliance Industries Limited,EQ
RELIGARE,Religare Enterprises Limited,EQ
RELTD,Ravindra Energy Limited,EQ
REMSONSIND,Remsons Industries Limited,EQ
RENTOMOJO,Rentomojo Limited,EQ
RENUKA,Shree Renuka Sugars Limited,EQ
REPCOHOME,Repco Home Finance Limited,EQ
REPL,Rudrabhishek Enterprises Limited,EQ
REPRO,Repro India Limited,EQ
RESPONIND,Responsive Industries Limited,EQ
RETAIL,JHS Svendgaard Retail Ventures Limited,EQ
RGL,Renaissance Global Limited,EQ
RHETAN,Rhetan TMT Limited,EQ
RHIM,RHI MAGNESITA INDIA LIMITED,EQ
RHL,Robust Hotels Limited,EQ
RICOAUTO,Rico Auto Industries Limited,EQ
RIIL,Reliance Industrial Infrastructure Limited,EQ
RIR,RIR Power Electronics Limited,EQ
RISHABH,Rishabh Instruments Limited,EQ
RITCO,Ritco Logistics Limited,EQ
RITES,RITES Limited,EQ
RKDL,Ravi Kumar Distilleries Limited,EQ
RKEC,RKEC Projects Limited,EQ
RKFORGE,Ramkrishna Forgings Limited,EQ
RKSWAMY,R K Swamy Limited,EQ
RMC,RMC Switchgears Limited,EQ
RML,Rane (Madras) Limited,EQ
ROHLTD,Royal Orchid Hotels Limited,EQ
ROLEXRINGS,Rolex Rings Limited,EQ
ROML,Raj Oil Mills Limited,EQ
ROSSARI,Rossari Biotech Limited,EQ
ROSSELLIND,Rossell India Limited,EQ
ROSSTECH,Rossell Techsys Limited,EQ
ROTO,Roto Pumps Limited,EQ
ROUTE,ROUTE MOBILE LIMITED,EQ
RPEL,Raghav Productivity Enhancers Limited,EQ
RPGLIFE,RPG Life Sciences Limited,EQ
RPOWER,Reliance Power Limited,EQ
RPPINFRA,R.P.P. Infra Projects Limited,EQ
RPSGVENT,RPSG VENTURES LIMITED,EQ
RPTECH,Rashi Peripherals Limited,EQ
RRECL,RDB Real Estate Constructions Limited,EQ
RRIL,RRIL Limited,EQ
RRKABEL,R R Kabel Limited,EQ
RSL,Rajputana Stainless Limited,EQ
RSSOFTWARE,R. S. Software (India) Limited,EQ
RSWM,RSWM Limited,EQ
RSYSTEMS,R Systems International Limited,EQ
RTNINDIA,RattanIndia Enterprises Limited,EQ
RTNPOWER,RattanIndia Power Limited,EQ
RTSPOWR,RTS Power Corporation Limited,EQ
RUBFILA,Rubfila International Limited,EQ
RUBICON,Rubicon Research Limited,EQ
RUBYMILLS,The Ruby Mills Limited,EQ
RUCHINFRA,Ruchi Infrastructure Limited,EQ
RUCHIRA,Ruchira Papers Limited,EQ
RUDRA,Rudra Global Infra Products Limited,EQ
RUPA,Rupa & Company Limited,EQ
RUSHIL,Rushil Decor Limited,EQ
RUSTOMJEE,Keystone Realtors Limited,EQ
RVHL,Ravinder Heights Limited,EQ
RVNL,Rail Vikas Nigam Limited,EQ
RVTH,Revathi Equipment India Limited,EQ
S&SPOWER,S&S Power Switchgears Limited,EQ
SAATVIKGL,Saatvik Green Energy Limited,EQ
SAB,SAB Industries Limited,EQ
